timestamp,original_artist,original_title,remix_info,platform,found_artist,found_title,url,price
01:40:09,Dance 2 Trance,We Came In Peace,Original 90 Mix,Bandcamp,"from The History Of Trance Part 2 '91-'96
                                                    VA",Dance 2 Trance - We Came In Peace,https://thehistoryoftrance.bandcamp.com/track/dance-2-trance-we-came-in-peace?from=search&search_item_id=484379901&search_item_type=t&search_match_part=%3F&search_page_id=4524892096&search_page_no=1&search_rank=1&search_sig=46f696fb1c6d891331f706104c34d190,
01:40:09,Dance 2 Trance,We Came In Peace,Original 90 Mix,Bandcamp,"from Planet Love Vol. 2 - Early Transmissions 1990-95
                                                    Dance 2 Trance",We Came In Peace (Desert Mix),https://safetrip.bandcamp.com/track/we-came-in-peace-desert-mix?from=search&search_item_id=237182585&search_item_type=t&search_match_part=%3F&search_page_id=4524892096&search_page_no=1&search_rank=2&search_sig=7198007b9e6532367a7394b50602df30,
01:40:09,Dance 2 Trance,We Came In Peace,Original 90 Mix,Bandcamp,"from Technopolis 3
                                                    Dance 2 Trance",We Came In Peace,https://technopolisrecords.bandcamp.com/track/we-came-in-peace?from=search&search_item_id=811617494&search_item_type=t&search_match_part=%3F&search_page_id=4524892096&search_page_no=1&search_rank=3&search_sig=c616b742aedab59f89ec85180a94529d,
01:46:55,The Orb,A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld,,Bandcamp,"from Orboretum: The Orb Collection
                                                    The Orb",A Huge Ever Growing Pulsating Brain That Rules From The Centre Of The Ultraworld (Orbital Dance Mix),https://theorb.bandcamp.com/track/a-huge-ever-growing-pulsating-brain-that-rules-from-the-centre-of-the-ultraworld-orbital-dance-mix?from=search&search_item_id=1182899059&search_item_type=t&search_match_part=%3F&search_page_id=4524892355&search_page_no=1&search_rank=1&search_sig=4feb8586aa269dc812b9107042d48b5f,
01:52:23,Ian Pooley,PSS 480,,Bandcamp,"from Studio A Pt.3
                                                    Ian Pooley",PSS480,https://rekids.bandcamp.com/track/pss480?from=search&search_item_id=3687619159&search_item_type=t&search_match_part=%3F&search_page_id=4524893129&search_page_no=1&search_rank=1&search_sig=a7416f803a35b914c173366a35965132,
01:56:53,Mighty Dub Katz,Let the Drums Speak,Butch Remix,Bandcamp,"from Butch and Boris Dlugosch Remixes
                                                    Mighty Dub Katz",Let The Drums Speak (Butch Remix),https://mightydubkatz.bandcamp.com/track/let-the-drums-speak-butch-remix?from=search&search_item_id=60684797&search_item_type=t&search_match_part=%3F&search_page_id=4524893414&search_page_no=1&search_rank=1&search_sig=3cd6bb20922ef3d1cdc2adccaab9afd4,
02:03:12,Nostromo Dept.,Evolution,Dali S Mix,Bandcamp,"from Electronic Classix - The Best Of European CD1 (Various Artists)
                                                    Dance Beat Music",Nostromo Dept. - Evolution (Dali S Mix),https://dancebeatmusic.bandcamp.com/track/nostromo-dept-evolution-dali-s-mix?from=search&search_item_id=3626161193&search_item_type=t&search_match_part=%3F&search_page_id=4524893806&search_page_no=1&search_rank=1&search_sig=cb60039031326a04defe03f8ab0057e9,
02:03:12,Nostromo Dept.,Evolution,Dali S Mix,Bandcamp,"from Technopolis
                                                    Nostromo Dept",Evolution (original mix),https://technopolisrecords.bandcamp.com/track/evolution-original-mix?from=search&search_item_id=1924447390&search_item_type=t&search_match_part=%3F&search_page_id=4524893806&search_page_no=1&search_rank=2&search_sig=0d0c837912fe5d2e4d5becedb5aa3cba,
02:12:11,INVT,CALOROSO,,Bandcamp,"from MÁXIMA VELOCIDAD
                                                    INVT",CALOROSO,https://invt.bandcamp.com/track/caloroso?from=search&search_item_id=3543423267&search_item_type=t&search_match_part=%3F&search_page_id=4524894153&search_page_no=1&search_rank=1&search_sig=d2e3f2601678daecf6a14c40f799a01a,
02:13:50,"A Homeboy, A Hippie & A Funki Dredd",Total Confusion,Heavenly Mix,Bandcamp,"from Turn Up the Bass 11
                                                    A Homeboy, A Hippie & A Funki Dredd",Total Confusion,https://turnupthebass.bandcamp.com/track/total-confusion?from=search&search_item_id=4078912299&search_item_type=t&search_match_part=%3F&search_page_id=4524894532&search_page_no=1&search_rank=1&search_sig=ee93ebb6383c049752fc0abcf0bafbb6,
02:13:50,"A Homeboy, A Hippie & A Funki Dredd",Total Confusion,Heavenly Mix,Bandcamp,"from Boccaccio Life - The Classics Vol․ 3
                                                    A Homeboy, A Hippie & A Funki Dredd",Total Confusion (Heavenly Mix),https://eurotemplerecords.bandcamp.com/track/total-confusion-heavenly-mix?from=search&search_item_id=128645525&search_item_type=t&search_match_part=%3F&search_page_id=4524894532&search_page_no=1&search_rank=2&search_sig=ad13bc1e34a757ffba02e2640186413b,
02:13:50,"A Homeboy, A Hippie & A Funki Dredd",Total Confusion,Heavenly Mix,Bandcamp,"from Boccaccio Life 1987-1993
                                                    A Homeboy, A Hippie & A Funki Dredd",Total Confusion (Heavenly Mix),https://musicmanrecords.bandcamp.com/track/total-confusion-heavenly-mix?from=search&search_item_id=871540855&search_item_type=t&search_match_part=%3F&search_page_id=4524894532&search_page_no=1&search_rank=3&search_sig=5897931174e61699cfb031fc28a35948,
02:27:29,ODE,#FFFFFF A,,No results found,,,,
02:32:40,Paul Johnson,3rd Dimension,Remixed By Armando,Bandcamp,"from TRAXMAN presents DANCE MANIA DA REWORKZ VOL 1
                                                    TRAXMAN",3rd DIMENSION (trax's geto info rework) PAUL JOHNSON,https://traxman1.bandcamp.com/track/3rd-dimension-traxs-geto-info-rework-paul-johnson?from=search&search_item_id=4232153971&search_item_type=t&search_match_part=%3F&search_page_id=4524895303&search_page_no=1&search_rank=1&search_sig=0356c7c806db5861eb0f58ea30bc855f,
02:37:00,Adventures of Stevie V,Dirty Cash,Red Zone Mix,Bandcamp,DJ MAESTRO,PAWSA & ADVENTURES of STEVIE V - dirty cash MAESTRO edit (2025),https://deejaymaestro.bandcamp.com/track/pawsa-adventures-of-stevie-v-dirty-cash-maestro-edit-2025?from=search&search_item_id=737343769&search_item_type=t&search_match_part=%3F&search_page_id=4524895598&search_page_no=1&search_rank=1&search_sig=82c8769c2a4c4b7c5971797b2094cf26,
02:37:00,Adventures of Stevie V,Dirty Cash,Red Zone Mix,Bandcamp,Tomcio,Adventures Of Stevie V. - Dirty Cash (Tomcio & The Butterfly Effect Remix),https://tomcio.bandcamp.com/track/adventures-of-stevie-v-dirty-cash-tomcio-the-butterfly-effect-remix?from=search&search_item_id=451255956&search_item_type=t&search_match_part=%3F&search_page_id=4524895598&search_page_no=1&search_rank=2&search_sig=2880646ed3d43fe476100ac8d5d02fb8,
02:37:00,Adventures of Stevie V,Dirty Cash,Red Zone Mix,Bandcamp,Editmix,Adventures Of Stevie V - Dirty Cash (Hot Mix) 120.5 Bpm,https://edit-mix.bandcamp.com/track/adventures-of-stevie-v-dirty-cash-hot-mix-1205-bpm?from=search&search_item_id=1078611950&search_item_type=t&search_match_part=%3F&search_page_id=4524895598&search_page_no=1&search_rank=3&search_sig=d39273c0814c68015f7a03129a917a75,
02:42:23,DJ Duke,Tribal Journey,Sun Mix,Bandcamp,DJ Duke,Tribal Journey,https://originaldjduke.bandcamp.com/album/tribal-journey?from=search&search_item_id=1902603833&search_item_type=a&search_match_part=%3F&search_page_id=4524895935&search_page_no=1&search_rank=1&search_sig=ea4f46545a02582793a0e3be4216511d,
02:42:23,DJ Duke,Tribal Journey,Sun Mix,Bandcamp,"from Tribal Journey
                                                    DJ Duke",Tribal Journey (The Sun Mix),https://originaldjduke.bandcamp.com/track/tribal-journey-the-sun-mix?from=search&search_item_id=343675416&search_item_type=t&search_match_part=%3F&search_page_id=4524895935&search_page_no=1&search_rank=2&search_sig=5c4a22851fb11d8dafc1244171e22c0a,
02:42:23,DJ Duke,Tribal Journey,Sun Mix,Bandcamp,"from Tribal Journey
                                                    DJ Duke",Tribal Journey (The Earth Mix),https://originaldjduke.bandcamp.com/track/tribal-journey-the-earth-mix?from=search&search_item_id=2385317767&search_item_type=t&search_match_part=%3F&search_page_id=4524895935&search_page_no=1&search_rank=3&search_sig=9f10205d467842139dfd0cd6f30b53a5,
02:47:25,Rod Baksteen,House Ya!,,Bandcamp,David Duriez  (as Rod Baksteen),hOUSE yA !  (I'll House you) (Original Extended Boot Mix) [Remastered],https://davidduriez.bandcamp.com/track/house-ya-ill-house-you-original-extended-boot-mix-remastered?from=search&search_item_id=1176285609&search_item_type=t&search_match_part=%3F&search_page_id=4524896329&search_page_no=1&search_rank=1&search_sig=449d839ac6b3ab98bc8ca277db210362,
02:47:25,Rod Baksteen,House Ya!,,Bandcamp,"from Rod Baksteen - The Complete Collection
                                                    Rod Baksteen",House Ya !,https://davidduriez.bandcamp.com/track/house-ya?from=search&search_item_id=3341283518&search_item_type=t&search_match_part=%3F&search_page_id=4524896329&search_page_no=1&search_rank=2&search_sig=dac87451db06033ba17ab982428a028a,
02:51:37,David Duriez Presents Plastic Music,Get On Down,Sax Mix,Bandcamp,David Duriez presents Plastic Music,David Duriez presents Plastic Music - Get On Down [2020 Extended & Remastered],https://davidduriez.bandcamp.com/track/david-duriez-presents-plastic-music-get-on-down-2020-extended-remastered?from=search&search_item_id=2163354667&search_item_type=t&search_match_part=%3F&search_page_id=4524896712&search_page_no=1&search_rank=1&search_sig=26adf9c5eb9c910414ae0d70a540ac2e,
02:53:06,Ricardo Villalobos,Spritzcussion,RV GM Sample Mix,No results found,,,,
02:54:27,"Fingers, Inc.",Music Take Me Up,,No results found,,,,
03:05:46,Auto Repeat,Def Jam,,Bandcamp,"from The Unbearable Lightness Of Autorepeating
                                                    Auto Repeat",Def Jam,https://crammed-discs.bandcamp.com/track/def-jam?from=search&search_item_id=641000123&search_item_type=t&search_match_part=%3F&search_page_id=4524897833&search_page_no=1&search_rank=1&search_sig=36c54849e2bce52aed43b4b839daaced,
03:09:50,Los Updates,It's Getting Late,Ricardo Villalobos Remix,Bandcamp,"from First If You Please
                                                    Los Updates",It's Getting Late,https://cadenzarecords.bandcamp.com/track/its-getting-late?from=search&search_item_id=43121336&search_item_type=t&search_match_part=%3F&search_page_id=4524898185&search_page_no=1&search_rank=1&search_sig=4b2792e59fa6f025ad59f7ecd8cb4b97,
03:16:05,Romanthony,Wanderer,,Bandcamp,Sterjiu,Romanthony - The Wanderer (Captain GR remix),https://sterjiu.bandcamp.com/track/romanthony-the-wanderer-captain-gr-remix?from=search&search_item_id=4159523266&search_item_type=t&search_match_part=%3F&search_page_id=4524898609&search_page_no=1&search_rank=1&search_sig=71f6636478709edd936ef3e5d93ecda1,
03:16:05,Romanthony,Wanderer,,Bandcamp,PHOTO 51,Romanthony - The Wanderer - Rmx,https://frankyredente.bandcamp.com/track/romanthony-the-wanderer-rmx?from=search&search_item_id=514300847&search_item_type=t&search_match_part=%3F&search_page_id=4524898609&search_page_no=1&search_rank=2&search_sig=18179fbc1d88353087be97a429253152,
03:16:05,Romanthony,Wanderer,,Bandcamp,"from Selessione
                                                    Brother Julian",Romanthony - The Wanderer (Brother Julian Edit),https://brotherjulian.bandcamp.com/track/romanthony-the-wanderer-brother-julian-edit?from=search&search_item_id=3666965335&search_item_type=t&search_match_part=%3F&search_page_id=4524898609&search_page_no=1&search_rank=3&search_sig=cb91dfd3e082db413fdd0b6eaa2c5b18,
03:20:36,Fennesz,Rivers of Sand,,Bandcamp,"from Venice 20
                                                    Fennesz",Rivers of Sand,https://fenneszreleases.bandcamp.com/track/rivers-of-sand-2?from=search&search_item_id=2509651303&search_item_type=t&search_match_part=%3F&search_page_id=4524898945&search_page_no=1&search_rank=1&search_sig=c1718ce155ad2ed324cc0e238e5d4ebd,
03:20:36,Fennesz,Rivers of Sand,,Bandcamp,"from Edits | Remixes | Reworks
                                                    a-souvenir",Tears For Fears x Fennesz - We Are Broken x Rivers Of Sand (a-souvenir edit),https://a-souvenir.bandcamp.com/track/tears-for-fears-x-fennesz-we-are-broken-x-rivers-of-sand-a-souvenir-edit?from=search&search_item_id=2576555588&search_item_type=t&search_match_part=%3F&search_page_id=4524898945&search_page_no=1&search_rank=2&search_sig=6d49ca104921c5c57d5520d6f0a5e985,
